rank,feature_location
14836,FC_mean_597
34272,FC_mean_598
34272,FC_mean_599
8391,FC_mean_600
233,FC_mean_601
569,FC_mean_602
14836,FC_mean_603
3456,FC_mean_604
34272,FC_mean_605
14836,FC_mean_606
8391,FC_mean_607
22273,FC_mean_608
14836,FC_mean_609
14836,FC_mean_610
34272,FC_mean_611
34272,FC_mean_612
34272,FC_mean_613
34272,FC_mean_614
34272,FC_mean_615
14836,FC_mean_616
22273,FC_mean_617
14836,FC_mean_618
14836,FC_mean_619
34272,FC_mean_620
34272,FC_mean_621
14836,FC_mean_622
14836,FC_mean_623
22273,FC_mean_624
8391,FC_mean_625
34272,FC_mean_626
14836,FC_mean_627
34272,FC_mean_628
2076,FC_mean_629
14836,FC_mean_630
34272,FC_mean_631
823,FC_mean_632
34272,FC_mean_633
14836,FC_mean_634
34272,FC_mean_635
14836,FC_mean_636
34272,FC_mean_637
34272,FC_mean_638
14836,FC_mean_639
34272,FC_mean_640
34272,FC_mean_641
5559,FC_mean_642
5559,FC_mean_643
14836,FC_mean_644
22273,FC_mean_645
5559,FC_mean_646
34272,FC_mean_647
14836,FC_mean_648
34272,FC_mean_649
1076,FC_mean_650
34272,FC_mean_651
14836,FC_mean_652
34272,FC_mean_653
22273,FC_mean_654
14836,FC_mean_655
34272,FC_mean_656
34272,FC_mean_657
1363,FC_mean_658
14836,FC_mean_659
14836,FC_mean_660
1191,FC_mean_661
14836,FC_mean_662
14836,FC_mean_663
14836,FC_mean_664
34272,FC_mean_665
34272,FC_mean_666
5559,FC_mean_667
14836,FC_mean_668
34272,FC_mean_669
14836,FC_mean_670
22273,FC_mean_671
14836,FC_mean_672
22273,FC_mean_673
1034,FC_mean_674
2076,FC_mean_675
34272,FC_mean_676
14836,FC_mean_677
14836,FC_mean_678
34272,FC_mean_679
5559,FC_mean_680
34272,FC_mean_681
34272,FC_mean_682
22273,FC_mean_683
5559,FC_mean_684
34272,FC_mean_685
14836,FC_mean_686
34272,FC_mean_687
14836,FC_mean_688
34272,FC_mean_689
34272,FC_mean_690
34272,FC_mean_691
3016,FC_mean_692
3016,FC_mean_693
34272,FC_mean_694
2076,FC_mean_695
3456,FC_mean_696
34272,FC_mean_697
34272,FC_mean_698
259,FC_mean_699
3016,FC_mean_700
14836,FC_mean_701
14836,FC_mean_702
1099,FC_mean_703
556,FC_mean_704
14836,FC_mean_705
34272,FC_mean_706
658,FC_mean_707
14836,FC_mean_708
3016,FC_mean_709
14836,FC_mean_710
5559,FC_mean_711
14836,FC_mean_712
5559,FC_mean_713
5559,FC_mean_714
34272,FC_mean_715
14836,FC_mean_716
14836,FC_mean_717
567,FC_mean_718
14836,FC_mean_719
14836,FC_mean_720
697,FC_mean_721
5559,FC_mean_722
34272,FC_mean_723
22273,FC_mean_724
14836,FC_mean_725
5559,FC_mean_726
14836,FC_mean_727
34272,FC_mean_728
14836,FC_mean_729
14836,FC_mean_730
2076,FC_mean_731
14836,FC_mean_732
22273,FC_mean_733
34272,FC_mean_734
34272,FC_mean_735
8391,FC_mean_736
14836,FC_mean_737
34272,FC_mean_738
5559,FC_mean_739
34272,FC_mean_740
34272,FC_mean_741
34272,FC_mean_742
34272,FC_mean_743
34272,FC_mean_744
5559,FC_mean_745
14836,FC_mean_746
5559,FC_mean_747
34272,FC_mean_748
14836,FC_mean_749
22273,FC_mean_750
34272,FC_mean_751
8391,FC_mean_752
34272,FC_mean_753
14836,FC_mean_754
34272,FC_mean_755
34272,FC_mean_756
34272,FC_mean_757
22273,FC_mean_758
14836,FC_mean_759
14836,FC_mean_760
22273,FC_mean_761
34272,FC_mean_762
34272,FC_mean_763
34272,FC_mean_764
34272,FC_mean_765
34272,FC_mean_766
14836,FC_mean_767
34272,FC_mean_768
14836,FC_mean_769
34272,FC_mean_770
14836,FC_mean_771
34272,FC_mean_772
34272,FC_mean_773
34272,FC_mean_774
34272,FC_mean_775
5559,FC_mean_776
14836,FC_mean_777
14836,FC_mean_778
14836,FC_mean_779
10,FC_mean_780
34272,FC_mean_781
5559,FC_mean_782
14836,FC_mean_783
34272,FC_mean_784
14836,FC_mean_785
377,FC_mean_786
2076,FC_mean_787
34272,FC_mean_788
22273,FC_mean_789
34272,FC_mean_790
165,FC_mean_791
22273,FC_mean_792
34272,FC_mean_793
8391,FC_mean_794
3016,FC_mean_795
34272,FC_mean_796
2076,FC_mean_797
5559,FC_mean_798
14836,FC_mean_799
5559,FC_mean_800
14836,FC_mean_801
34272,FC_mean_802
14836,FC_mean_803
5559,FC_mean_804
34272,FC_mean_805
34272,FC_mean_806
34272,FC_mean_807
8391,FC_mean_808
34272,FC_mean_809
2076,FC_mean_810
22273,FC_mean_811
2076,FC_mean_812
22273,FC_mean_813
3016,FC_mean_814
34272,FC_mean_815
14836,FC_mean_816
3456,FC_mean_817
22273,FC_mean_818
34272,FC_mean_819
22273,FC_mean_820
14836,FC_mean_821
22273,FC_mean_822
34272,FC_mean_823
34272,FC_mean_824
14836,FC_mean_825
34272,FC_mean_826
34272,FC_mean_827
34272,FC_mean_828
22273,FC_mean_829
34272,FC_mean_830
14836,FC_mean_831
34272,FC_mean_832
8391,FC_mean_833
14836,FC_mean_834
34272,FC_mean_835
34272,FC_mean_836
14836,FC_mean_837
34272,FC_mean_838
34272,FC_mean_839
34272,FC_mean_840
878,FC_mean_841
5559,FC_mean_842
2076,FC_mean_843
14836,FC_mean_844
2076,FC_mean_845
34272,FC_mean_846
14836,FC_mean_847
34272,FC_mean_848
14836,FC_mean_849
22273,FC_mean_850
34272,FC_mean_851
14836,FC_mean_852
14836,FC_mean_853
14836,FC_mean_854
14836,FC_mean_855
22273,FC_mean_856
34272,FC_mean_857
14836,FC_mean_858
14836,FC_mean_859
2076,FC_mean_860
2076,FC_mean_861
34272,FC_mean_862
34272,FC_mean_863
14836,FC_mean_864
3016,FC_mean_865
34272,FC_mean_866
34272,FC_mean_867
902,FC_mean_868
34272,FC_mean_869
14836,FC_mean_870
34272,FC_mean_871
34272,FC_mean_872
14836,FC_mean_873
199,FC_mean_874
22273,FC_mean_875
34272,FC_mean_876
34272,FC_mean_877
14836,FC_mean_878
14836,FC_mean_879
2076,FC_mean_880
22273,FC_mean_881
22273,FC_mean_882
34272,FC_mean_883
14836,FC_mean_884
14836,FC_mean_885
14836,FC_mean_886
34272,FC_mean_887
34272,FC_mean_888
5559,FC_mean_889
22273,FC_mean_890
22273,FC_mean_891
2076,FC_mean_892
34272,FC_mean_893
34272,FC_mean_894
5559,FC_mean_895
34272,FC_mean_896
22273,FC_mean_897
34272,FC_mean_898
34272,FC_mean_899
14836,FC_mean_900
1403,FC_mean_901
34272,FC_mean_902
14836,FC_mean_903
34272,FC_mean_904
34272,FC_mean_905
14836,FC_mean_906
34272,FC_mean_907
20663,FC_mean_908
1018,FC_mean_909
14836,FC_mean_910
34272,FC_mean_911
5559,FC_mean_912
14836,FC_mean_913
34272,FC_mean_914
5559,FC_mean_915
34272,FC_mean_916
14836,FC_mean_917
34272,FC_mean_918
5559,FC_mean_919
34272,FC_mean_920
34272,FC_mean_921
34272,FC_mean_922
34272,FC_mean_923
5559,FC_mean_924
34272,FC_mean_925
14836,FC_mean_926
34272,FC_mean_927
34272,FC_mean_928
34272,FC_mean_929
34272,FC_mean_930
34272,FC_mean_931
34272,FC_mean_932
34272,FC_mean_933
14836,FC_mean_934
34272,FC_mean_935
34272,FC_mean_936
34272,FC_mean_937
14836,FC_mean_938
5559,FC_mean_939
14836,FC_mean_940
14836,FC_mean_941
5559,FC_mean_942
34272,FC_mean_943
14836,FC_mean_944
34272,FC_mean_945
3016,FC_mean_946
34272,FC_mean_947
34272,FC_mean_948
34272,FC_mean_949
2076,FC_mean_950
3016,FC_mean_951
34272,FC_mean_952
3456,FC_mean_953
34272,FC_mean_954
14836,FC_mean_955
34272,FC_mean_956
3016,FC_mean_957
5559,FC_mean_958
5559,FC_mean_959
14836,FC_mean_960
34272,FC_mean_961
5559,FC_mean_962
34272,FC_mean_963
34272,FC_mean_964
34272,FC_mean_965
34272,FC_mean_966
14836,FC_mean_967
34272,FC_mean_968
14836,FC_mean_969
34272,FC_mean_970
34272,FC_mean_971
22273,FC_mean_972
34272,FC_mean_973
5559,FC_mean_974
22273,FC_mean_975
22273,FC_mean_976
34272,FC_mean_977
34272,FC_mean_978
34272,FC_mean_979
34272,FC_mean_980
2076,FC_mean_981
34272,FC_mean_982
34272,FC_mean_983
14836,FC_mean_984
34272,FC_mean_985
14836,FC_mean_986
14836,FC_mean_987
14836,FC_mean_988
14836,FC_mean_989
34272,FC_mean_990
5559,FC_mean_991
34272,FC_mean_992
34272,FC_mean_993
34272,FC_mean_994
14836,FC_mean_995
22273,FC_mean_996
22273,FC_mean_997
34272,FC_mean_998
14836,FC_mean_999
8391,FC_mean_1000
14836,FC_mean_1001
5559,FC_mean_1002
22273,FC_mean_1003
14836,FC_mean_1004
34272,FC_mean_1005
34272,FC_mean_1006
34272,FC_mean_1007
34272,FC_mean_1008
14836,FC_mean_1009
8391,FC_mean_1010
34272,FC_mean_1011
2076,FC_mean_1012
14836,FC_mean_1013
5559,FC_mean_1014
34272,FC_mean_1015
3016,FC_mean_1016
14836,FC_mean_1017
14836,FC_mean_1018
34272,FC_mean_1019
14836,FC_mean_1020
34272,FC_mean_1021
22273,FC_mean_1022
34272,FC_mean_1023
8391,FC_mean_1024
34272,FC_mean_1025
14836,FC_mean_1026
3016,FC_mean_1027
34272,FC_mean_1028
5559,FC_mean_1029
22273,FC_mean_1030
34272,FC_mean_1031
34272,FC_mean_1032
14836,FC_mean_1033
14836,FC_mean_1034
34272,FC_mean_1035
5559,FC_mean_1036
34272,FC_mean_1037
14836,FC_mean_1038
14836,FC_mean_1039
34272,FC_mean_1040
14836,FC_mean_1041
34272,FC_mean_1042
14836,FC_mean_1043
34272,FC_mean_1044
14836,FC_mean_1045
14836,FC_mean_1046
22273,FC_mean_1047
22273,FC_mean_1048
34272,FC_mean_1049
22273,FC_mean_1050
14836,FC_mean_1051
34272,FC_mean_1052
34272,FC_mean_1053
34272,FC_mean_1054
14836,FC_mean_1055
34272,FC_mean_1056
34272,FC_mean_1057
34272,FC_mean_1058
14836,FC_mean_1059
34272,FC_mean_1060
34272,FC_mean_1061
34272,FC_mean_1062
5559,FC_mean_1063
34272,FC_mean_1064
34272,FC_mean_1065
34272,FC_mean_1066
14836,FC_mean_1067
34272,FC_mean_1068
34272,FC_mean_1069
8391,FC_mean_1070
14836,FC_mean_1071
34272,FC_mean_1072
34272,FC_mean_1073
22273,FC_mean_1074
22273,FC_mean_1075
2076,FC_mean_1076
34272,FC_mean_1077
34272,FC_mean_1078
3016,FC_mean_1079
5559,FC_mean_1080
14836,FC_mean_1081
14836,FC_mean_1082
22273,FC_mean_1083
14836,FC_mean_1084
34272,FC_mean_1085
34272,FC_mean_1086
14836,FC_mean_1087
14836,FC_mean_1088
34272,FC_mean_1089
34272,FC_mean_1090
14836,FC_mean_1091
7559,FC_mean_1092
34272,FC_mean_1093
34272,FC_mean_1094
34272,FC_mean_1095
34272,FC_mean_1096
5559,FC_mean_1097
14836,FC_mean_1098
14836,FC_mean_1099
34272,FC_mean_1100
34272,FC_mean_1101
34272,FC_mean_1102
34272,FC_mean_1103
22273,FC_mean_1104
14836,FC_mean_1105
14836,FC_mean_1106
34272,FC_mean_1107
34272,FC_mean_1108
14836,FC_mean_1109
8391,FC_mean_1110
1193,FC_mean_1111
34272,FC_mean_1112
14836,FC_mean_1113
34272,FC_mean_1114
34272,FC_mean_1115
34272,FC_mean_1116
14836,FC_mean_1117
34272,FC_mean_1118
34272,FC_mean_1119
34272,FC_mean_1120
34272,FC_mean_1121
34272,FC_mean_1122
34272,FC_mean_1123
34272,FC_mean_1124
34272,FC_mean_1125
14836,FC_mean_1126
34272,FC_mean_1127
20663,FC_mean_1128
34272,FC_mean_1129
34272,FC_mean_1130
34272,FC_mean_1131
34272,FC_mean_1132
1062,FC_mean_1133
8391,FC_mean_1134
14836,FC_mean_1135
1360,FC_mean_1136
8391,FC_mean_1137
5559,FC_mean_1138
2076,FC_mean_1139
14836,FC_mean_1140
5559,FC_mean_1141
34272,FC_mean_1142
8391,FC_mean_1143
5559,FC_mean_1144
14836,FC_mean_1145
8391,FC_mean_1146
2076,FC_mean_1147
2076,FC_mean_1148
14836,FC_mean_1149
5559,FC_mean_1150
34272,FC_mean_1151
34272,FC_mean_1152
34272,FC_mean_1153
14836,FC_mean_1154
14836,FC_mean_1155
34272,FC_mean_1156
2076,FC_mean_1157
5559,FC_mean_1158
2076,FC_mean_1159
14836,FC_mean_1160
34272,FC_mean_1161
34272,FC_mean_1162
5559,FC_mean_1163
34272,FC_mean_1164
14836,FC_mean_1165
34272,FC_mean_1166
2076,FC_mean_1167
3456,FC_mean_1168
5559,FC_mean_1169
34272,FC_mean_1170
34272,FC_mean_1171
34272,FC_mean_1172
2076,FC_mean_1173
22273,FC_mean_1174
14836,FC_mean_1175
14836,FC_mean_1176
14836,FC_mean_1177
34272,FC_mean_1178
34272,FC_mean_1179
34272,FC_mean_1180
34272,FC_mean_1181
3456,FC_mean_1182
5559,FC_mean_1183
1108,FC_mean_1184
34272,FC_mean_1185
34272,FC_mean_1186
34272,FC_mean_1187
14836,FC_mean_1188
14836,FC_mean_1189
22273,FC_mean_1190
14836,FC_mean_1191
34272,FC_mean_1192
34272,FC_mean_1193
34272,FC_mean_1194
34272,FC_mean_1195
14836,FC_mean_1196
34272,FC_mean_1197
34272,FC_mean_1198
14836,FC_mean_1199
34272,FC_mean_1200
34272,FC_mean_1201
34272,FC_mean_1202
14836,FC_mean_1203
5559,FC_mean_1204
22273,FC_mean_1205
8391,FC_mean_1206
22273,FC_mean_1207
5559,FC_mean_1208
5559,FC_mean_1209
14836,FC_mean_1210
14836,FC_mean_1211
5559,FC_mean_1212
34272,FC_mean_1213
34272,FC_mean_1214
34272,FC_mean_1215
14836,FC_mean_1216
14836,FC_mean_1217
986,FC_mean_1218
3016,FC_mean_1219
14836,FC_mean_1220
22273,FC_mean_1221
5559,FC_mean_1222
34272,FC_mean_1223
8391,FC_mean_1224
22273,FC_mean_1225
34272,FC_mean_1226
34272,FC_mean_1227
34272,FC_mean_1228
34272,FC_mean_1229
34272,FC_mean_1230
22273,FC_mean_1231
34272,FC_mean_1232
